,checking_balance,months_loan_duration,credit_history,purpose,amount,savings_balance,employment_length,installment_rate,personal_status,other_debtors,residence_history,property,age,installment_plan,housing,existing_credits,default,dependents,telephone,foreign_worker,job,gender
865,,15,repaid,furniture,2221,513,2 years,2,,none,18 years,other,20,none,rent,1,0,1,,yes,skilled employee,female
866,-10,18,repaid,radio/tv,2389,61,3 months,4,,none,,other,27,stores,own,1,0,1,,yes,skilled employee,female
867,,12,critical,furniture,3331,78,9 years,2,single,none,11 years,building society savings,42,stores,own,1,0,1,,yes,skilled employee,male
868,,36,repaid,business,7409,,11 years,3,single,none,8 months,building society savings,37,none,own,2,0,1,,yes,skilled employee,male
869,-41,12,repaid,furniture,652,73,13 years,4,,none,13 years,building society savings,24,none,rent,1,0,1,,yes,skilled employee,female
870,,36,delayed,furniture,7678,620,6 years,2,,none,8 years,other,40,none,own,2,0,1,+2345188978,yes,skilled employee,female
871,309,6,critical,car (new),1343,93,18 years,1,single,none,9 years,real estate,46,none,own,2,0,2,,no,skilled employee,male
872,-44,24,critical,business,1382,287,5 years,4,single,none,,real estate,26,none,own,2,0,1,+2346493592,yes,skilled employee,male
873,,15,repaid,domestic appliances,874,,3 months,4,,none,,real estate,24,none,own,1,0,1,,yes,skilled employee,female
874,-40,12,repaid,furniture,3590,98,3 years,2,single,co-applicant,1 months,building society savings,29,none,own,1,0,2,,yes,unskilled resident,male
875,18,11,critical,car (new),1322,18185,2 years,4,,none,5 years,other,40,none,own,2,0,1,,yes,skilled employee,female
876,-37,18,fully repaid this bank,radio/tv,1940,1,6 months,3,single,co-applicant,22 years,unknown/none,36,bank,for free,1,0,1,+2348446270,yes,mangement self-employed,male
877,,36,repaid,radio/tv,3595,61,9 years,4,single,none,3 months,other,28,none,own,1,0,1,,yes,skilled employee,male
878,-43,9,repaid,car (new),1422,31,7 months,3,single,none,11 months,unknown/none,27,none,for free,1,1,1,+2340497722,yes,mangement self-employed,male
879,,30,critical,radio/tv,6742,,4 years,2,single,none,3 years,building society savings,36,none,own,2,0,1,,yes,skilled employee,male
880,,24,repaid,car (used),7814,56,7 years,3,single,none,2 years,other,38,none,own,1,0,1,+2346940882,yes,mangement self-employed,male
881,,24,repaid,car (used),9277,,3 years,2,divorced,none,17 years,unknown/none,48,none,for free,1,0,1,+2341318432,yes,skilled employee,male
882,103,30,critical,car (new),2181,,7 years,4,single,none,17 years,real estate,36,none,own,2,0,1,,yes,skilled employee,male
883,,18,critical,radio/tv,1098,46,,4,,none,13 years,other,65,none,own,2,0,1,,yes,unemployed non-resident,female
884,42,24,repaid,furniture,4057,86,5 years,3,divorced,none,3 years,other,43,none,own,1,1,1,+2340224563,yes,skilled employee,male
885,-48,12,repaid,education,795,53,2 months,4,,none,7 years,building society savings,53,none,own,1,1,1,,yes,skilled employee,female
886,27,24,critical,business,2825,,7 years,4,single,none,3 years,unknown/none,34,none,own,2,0,2,+2349229556,yes,skilled employee,male
887,5,48,repaid,business,15672,19,2 years,2,single,none,2 months,other,23,none,own,1,1,1,+2342584028,yes,skilled employee,male
888,,36,critical,car (new),6614,90,14 years,4,single,none,15 years,other,34,none,own,2,0,1,+2344071852,yes,mangement self-employed,male
889,,28,fully repaid this bank,car (used),7824,,5 months,3,single,guarantor,14 years,real estate,40,bank,rent,2,0,2,+2347073971,yes,skilled employee,male
890,-26,27,critical,business,2442,12,7 years,4,single,none,17 years,other,43,stores,own,4,0,2,+2345998412,yes,mangement self-employed,male
891,,15,critical,radio/tv,1829,75,19 years,4,single,none,11 years,other,46,none,own,2,0,1,+2344310198,yes,skilled employee,male
892,-6,12,critical,car (new),2171,5,2 years,4,single,none,10 years,building society savings,38,bank,own,2,0,1,,no,unskilled resident,male
893,31,36,critical,car (used),5800,63,1 years,3,single,none,6 years,other,34,none,own,2,0,1,+2343356707,yes,skilled employee,male
894,,18,critical,radio/tv,1169,,1 years,4,single,none,2 years,building society savings,29,none,own,2,0,1,+2344363011,yes,skilled employee,male
895,,36,delayed,car (used),8947,,7 years,3,single,none,11 months,other,31,stores,own,1,0,2,+2341395345,yes,mangement self-employed,male
896,-46,21,repaid,radio/tv,2606,11,7 months,4,,none,22 years,building society savings,28,none,rent,1,0,1,+2348054230,yes,mangement self-employed,female
897,,12,critical,furniture,1592,18574,6 years,3,,none,5 months,building society savings,35,none,own,1,0,1,,no,skilled employee,female
898,,15,repaid,furniture,2186,,6 years,1,,none,5 years,real estate,33,bank,rent,1,0,1,,yes,unskilled resident,female
899,-41,18,repaid,furniture,4153,29,2 years,2,single,co-applicant,4 years,other,42,none,own,1,1,1,,yes,skilled employee,male
900,-10,16,critical,car (new),2625,20,8 years,2,single,guarantor,22 years,building society savings,43,bank,rent,1,1,1,+2348658599,yes,skilled employee,male
901,,20,critical,car (new),3485,,4 months,2,divorced,none,13 years,real estate,44,none,own,2,0,1,+2340012426,yes,skilled employee,male
902,,36,critical,car (used),10477,,15 years,2,single,none,7 years,unknown/none,42,none,for free,2,0,1,,yes,skilled employee,male
903,,15,repaid,radio/tv,1386,,1 years,4,married,none,0 months,real estate,40,none,rent,1,0,1,+2342930540,yes,skilled employee,male
904,,24,repaid,radio/tv,1278,75,12 years,4,single,none,,real estate,36,none,own,1,0,1,+2347814325,yes,mangement self-employed,male
905,-4,12,repaid,radio/tv,1107,28,1 years,2,single,none,11 months,real estate,20,none,rent,1,0,2,+2345516253,yes,mangement self-employed,male
906,-42,21,repaid,car (new),3763,,5 years,2,single,co-applicant,6 months,real estate,24,none,own,1,0,1,,no,unskilled resident,male
907,61,36,repaid,education,3711,,2 years,2,married,none,5 months,other,27,none,own,1,0,1,,yes,skilled employee,male
908,,15,delayed,car (used),3594,64,7 months,1,,none,8 months,building society savings,46,none,own,2,0,1,,yes,unskilled resident,female
909,104,9,repaid,car (new),3195,,1 years,1,,none,8 months,real estate,33,none,own,1,0,1,,yes,unskilled resident,female
910,,36,delayed,radio/tv,4454,13,1 years,4,,none,18 years,real estate,34,none,own,2,0,1,,yes,skilled employee,female
911,144,24,critical,furniture,4736,50,0 months,2,,none,23 years,other,25,bank,own,1,1,1,,yes,unskilled resident,female
912,50,30,repaid,radio/tv,2991,,8 years,2,,none,22 years,other,25,none,own,1,0,1,,yes,skilled employee,female
913,,11,repaid,business,2142,10664,13 years,1,divorced,none,7 months,real estate,28,none,own,1,0,1,+2344555284,yes,skilled employee,male
914,-4,24,fully repaid this bank,business,3161,12,3 years,4,single,none,8 months,building society savings,31,none,rent,1,1,1,+2348923396,yes,skilled employee,male
915,135,48,fully repaid,others,18424,74,2 years,1,,none,4 months,building society savings,32,bank,own,1,1,1,+2347117717,no,mangement self-employed,female
916,,10,repaid,car (used),2848,231,3 years,1,single,co-applicant,5 months,real estate,32,none,own,1,0,2,,yes,skilled employee,male
917,-41,6,repaid,car (new),14896,92,18 years,1,single,none,22 years,unknown/none,68,bank,own,1,1,1,+2341706117,yes,mangement self-employed,male
918,-21,24,repaid,furniture,2359,402,,1,divorced,none,,building society savings,33,none,own,1,1,1,,yes,skilled employee,male
919,-41,24,repaid,furniture,3345,3,9 years,4,single,none,10 months,building society savings,39,none,rent,1,1,1,+2341148008,yes,mangement self-employed,male
920,,18,critical,furniture,1817,27,3 years,4,,none,4 months,unknown/none,28,none,own,2,0,1,,yes,skilled employee,female
921,,48,delayed,radio/tv,12749,553,7 years,4,single,none,,other,37,none,own,1,0,1,+2340450190,yes,mangement self-employed,male
922,-11,9,repaid,radio/tv,1366,45,4 months,3,,none,18 years,building society savings,22,none,rent,1,1,1,,yes,skilled employee,female
923,24,12,repaid,car (new),2002,59,6 years,3,single,none,16 years,building society savings,30,none,rent,1,0,2,+2345784309,yes,skilled employee,male
924,-6,24,fully repaid this bank,furniture,6872,32,5 months,2,divorced,none,,building society savings,55,bank,own,1,1,1,+2340929208,yes,skilled employee,male
925,-1,12,fully repaid this bank,car (new),697,24,3 months,4,single,none,3 months,other,46,bank,own,2,1,1,+2342165266,yes,skilled employee,male
926,-46,18,critical,furniture,1049,28,1 months,4,,none,17 years,building society savings,21,none,rent,1,0,1,,yes,skilled employee,female
927,-3,48,repaid,car (used),10297,45,5 years,4,single,none,9 years,unknown/none,39,stores,for free,3,1,2,+2344177340,yes,skilled employee,male
928,,30,repaid,radio/tv,1867,,12 years,4,single,none,14 years,other,58,none,own,1,0,1,+2344444158,yes,skilled employee,male
929,-14,12,delayed,car (new),1344,84,2 years,4,single,none,9 months,real estate,43,none,own,2,0,2,,yes,unskilled resident,male
930,-13,24,repaid,furniture,1747,83,2 months,4,single,co-applicant,,building society savings,24,none,own,1,0,1,,no,unskilled resident,male
931,61,9,repaid,radio/tv,1670,60,10 months,4,,none,8 months,other,22,none,own,1,1,1,+2349418485,yes,skilled employee,female
932,,9,critical,car (new),1224,17,1 years,3,single,none,,real estate,30,none,own,2,0,1,,yes,skilled employee,male
933,,12,critical,radio/tv,522,632,8 years,4,single,none,23 years,building society savings,42,none,own,2,0,2,+2341313184,yes,skilled employee,male
934,-49,12,repaid,radio/tv,1498,26,2 years,4,,none,,other,23,bank,own,1,0,1,,yes,skilled employee,female
935,73,30,delayed,radio/tv,1919,353,4 months,4,single,none,3 years,unknown/none,30,stores,own,2,1,1,,yes,mangement self-employed,male
936,778,9,repaid,radio/tv,745,14,2 years,3,,none,9 months,real estate,28,none,own,1,1,1,,yes,unskilled resident,female
937,5,6,repaid,radio/tv,2063,13,6 months,4,married,none,3 years,other,30,none,rent,1,0,1,+2348997671,yes,mangement self-employed,male
938,196,60,repaid,education,6288,46,2 years,4,single,none,5 years,unknown/none,42,none,for free,1,1,1,,yes,skilled employee,male
939,,24,critical,car (used),6842,,3 years,2,single,none,17 years,building society savings,46,none,own,2,0,2,+2341737430,yes,mangement self-employed,male
940,,12,repaid,car (new),3527,,2 months,2,single,none,1 years,building society savings,45,none,own,1,0,2,+2344746210,yes,mangement self-employed,male
941,,10,repaid,car (new),1546,31,2 years,3,single,none,11 months,real estate,31,none,own,1,0,2,,no,unskilled resident,male
942,,24,repaid,furniture,929,,7 years,4,single,none,1 months,other,31,stores,own,1,0,1,+2349394262,yes,skilled employee,male
943,,4,critical,car (new),1455,34,5 years,2,single,none,,real estate,42,none,own,3,0,2,,yes,unskilled resident,male
944,-9,15,repaid,furniture,1845,17,7 months,4,,guarantor,,building society savings,46,none,rent,1,0,1,,yes,skilled employee,female
945,151,48,fully repaid,car (new),8358,579,5 months,1,,none,,other,30,none,own,2,0,1,,yes,skilled employee,female
946,-34,24,fully repaid this bank,furniture,3349,783,2 months,4,single,none,10 years,unknown/none,30,none,for free,1,1,2,+2341458056,yes,skilled employee,male
947,,12,repaid,car (new),2859,,,4,single,none,24 years,unknown/none,38,none,own,1,0,1,+2344332525,yes,mangement self-employed,male
948,,18,repaid,furniture,1533,63,6 months,4,married,co-applicant,,building society savings,43,none,own,1,1,2,,yes,unskilled resident,male
949,,24,repaid,radio/tv,3621,475,14 years,2,single,none,21 years,other,31,none,own,2,1,1,,yes,skilled employee,male
950,130,18,critical,business,3590,61,,3,married,none,3 years,other,40,none,own,3,0,2,+2340203293,yes,unemployed non-resident,male
951,-28,36,delayed,business,2145,70,7 years,2,single,none,,other,24,none,own,2,1,1,+2345429028,yes,skilled employee,male
952,124,24,repaid,car (used),4113,595,0 months,3,,none,11 years,other,28,none,rent,1,1,1,,yes,skilled employee,female
953,,36,repaid,furniture,10974,84,,4,,none,5 months,other,26,none,own,2,1,1,+2343016845,yes,mangement self-employed,female
954,-47,12,repaid,car (new),1893,73,2 years,4,,guarantor,21 years,building society savings,29,none,own,1,0,1,+2348406328,yes,skilled employee,female
955,-21,24,critical,radio/tv,1231,1675,15 years,4,,none,7 years,building society savings,57,none,rent,2,0,1,+2343969360,yes,mangement self-employed,female
956,713,30,critical,radio/tv,3656,,19 years,4,single,none,15 years,building society savings,49,stores,own,2,0,1,,yes,unskilled resident,male
957,177,9,critical,radio/tv,1154,82,11 years,2,single,none,19 years,real estate,37,none,own,3,0,1,,yes,unskilled resident,male
958,-47,28,repaid,car (new),4006,89,1 years,3,single,none,0 months,other,45,none,own,1,1,1,,yes,unskilled resident,male
959,175,24,repaid,furniture,3069,172,16 years,4,single,none,17 years,unknown/none,30,none,for free,1,0,1,,yes,skilled employee,male
960,,6,critical,radio/tv,1740,4,17 years,2,married,none,5 months,real estate,30,none,rent,2,0,1,,yes,skilled employee,male
961,21,21,delayed,car (new),2353,56,2 years,1,divorced,none,22 years,building society savings,47,none,own,2,0,1,,yes,skilled employee,male
962,,15,repaid,car (new),3556,,2 years,3,single,none,0 months,unknown/none,29,none,own,1,0,1,,yes,skilled employee,male
963,,24,repaid,radio/tv,2397,674,18 years,3,single,none,5 months,other,35,bank,own,2,1,1,+2348294389,yes,skilled employee,male
964,73,6,repaid,repairs,454,15,11 months,3,married,none,,building society savings,22,none,own,1,0,1,,yes,unskilled resident,male
965,42,30,repaid,radio/tv,1715,,3 years,4,,none,,other,26,none,own,1,0,1,,yes,skilled employee,female
966,188,27,critical,radio/tv,2520,691,1 years,4,single,none,0 months,building society savings,23,none,own,2,1,1,,yes,unskilled resident,male
967,,15,repaid,radio/tv,3568,25,7 years,4,,none,10 months,other,54,bank,rent,1,0,1,+2349986266,yes,mangement self-employed,female
968,,42,repaid,radio/tv,7166,,6 years,2,married,none,7 years,building society savings,29,none,rent,1,0,1,+2340454842,yes,skilled employee,male
969,-28,11,critical,car (new),3939,56,3 years,1,single,none,1 months,real estate,40,none,own,2,0,2,,yes,unskilled resident,male
970,112,15,repaid,repairs,1514,421,3 years,4,single,guarantor,2 months,real estate,22,none,own,1,0,1,,yes,skilled employee,male
971,,24,repaid,car (new),7393,98,2 years,1,single,none,24 years,building society savings,43,none,own,1,0,2,,yes,unskilled resident,male
972,-49,24,fully repaid this bank,car (new),1193,19,,1,,co-applicant,21 years,unknown/none,29,none,rent,2,1,1,,yes,unemployed non-resident,female
973,-44,60,repaid,business,7297,23,10 years,4,single,co-applicant,8 years,unknown/none,36,none,rent,1,1,1,,yes,skilled employee,male
974,,30,critical,radio/tv,2831,47,3 years,4,,none,3 months,other,33,none,own,1,0,1,+2348361857,yes,skilled employee,female
975,661,24,repaid,radio/tv,1258,572,3 years,3,,none,4 years,other,57,none,own,1,0,1,,yes,unskilled resident,female
976,121,6,repaid,radio/tv,753,89,3 years,2,,guarantor,3 years,real estate,64,none,own,1,0,1,,yes,skilled employee,female
977,161,18,delayed,business,2427,,10 years,4,single,none,6 months,building society savings,42,none,own,2,0,1,,yes,skilled employee,male
978,,24,delayed,car (new),2538,42,13 years,4,single,none,18 years,other,47,none,own,2,1,2,,yes,unskilled resident,male
979,118,15,fully repaid this bank,car (new),1264,208,3 years,2,married,none,1 months,building society savings,25,none,rent,1,1,1,,yes,skilled employee,male
980,185,30,critical,furniture,8386,84,5 years,2,single,none,3 months,building society savings,49,none,own,1,1,1,,yes,skilled employee,male
981,,48,repaid,business,4844,14,,3,single,none,6 months,other,33,bank,rent,1,1,1,+2345915764,yes,mangement self-employed,male
982,431,21,repaid,car (new),2923,239,2 years,1,,none,,other,28,bank,own,1,0,1,+2341596031,yes,mangement self-employed,female
983,-33,36,repaid,car (used),8229,85,2 years,2,single,none,8 months,building society savings,26,none,own,1,1,2,,yes,skilled employee,male
984,,24,critical,furniture,2028,5,4 years,2,single,none,6 months,building society savings,30,none,own,2,0,1,,yes,unskilled resident,male
985,-44,15,critical,furniture,1433,91,1 years,4,,none,1 years,building society savings,25,none,rent,2,0,1,,yes,skilled employee,female
986,739,42,fully repaid,business,6289,42,9 months,2,divorced,none,,building society savings,33,none,own,2,0,1,,yes,skilled employee,male
987,,13,repaid,radio/tv,1409,447,,2,,none,20 years,real estate,64,none,own,1,0,1,,yes,skilled employee,female
988,-12,24,repaid,car (used),6579,21,,4,single,none,10 months,unknown/none,29,none,for free,1,0,1,+2341420870,yes,mangement self-employed,male
989,97,24,critical,radio/tv,1743,40,13 years,4,single,none,4 months,building society savings,48,none,own,2,0,1,,yes,unskilled resident,male
990,,12,critical,education,3565,,5 months,2,single,none,,building society savings,37,none,own,2,0,2,,yes,unskilled resident,male
991,,15,fully repaid this bank,radio/tv,1569,455,9 years,4,single,none,22 years,other,34,bank,own,1,0,2,,yes,unskilled resident,male
992,-37,18,repaid,radio/tv,1936,,6 years,2,married,none,21 years,other,23,none,rent,2,0,1,,yes,unskilled resident,male
993,-18,36,repaid,furniture,3959,75,,4,single,none,3 years,building society savings,30,none,own,1,0,1,+2349185006,yes,mangement self-employed,male
994,,12,repaid,car (new),2390,,17 years,4,single,none,1 years,other,50,none,own,1,0,1,+2341831732,yes,skilled employee,male
995,,12,repaid,furniture,1736,48,4 years,3,,none,20 years,real estate,31,none,own,1,0,1,,yes,unskilled resident,female
996,-30,30,repaid,car (used),3857,20,3 years,4,divorced,none,5 years,building society savings,40,none,own,1,0,1,+2340003563,yes,mangement self-employed,male
997,,12,repaid,radio/tv,804,44,13 years,4,single,none,16 years,other,38,none,own,1,0,1,,yes,skilled employee,male
998,-18,45,repaid,radio/tv,1845,31,2 years,4,single,none,8 years,unknown/none,23,none,for free,1,1,1,+2342257370,yes,skilled employee,male
999,194,45,critical,car (used),4576,128,,3,single,none,21 years,other,27,none,own,1,0,1,,yes,skilled employee,male
